3348,"Athletics Men's 3,000 metres, Team"
3473,Cross Country Skiing Women's Sprint
3493,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards"
3493,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team"
3493,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards"
3493,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards"
3516,"Shooting Men's Military Pistol, Team"
3580,Rowing Women's Coxed Fours
3618,"Weightlifting Men's Unlimited, One Hand"
3632,"Canoeing Men's Canadian Singles, 500 metres"
3654,"Fencing Men's Foil, Masters, Individual"
3654,"Fencing Men's epee, Masters, Individual"
3669,"Gymnastics Men's Individual All-Around, Field Sports"
3669,"Gymnastics Men's Individual All-Around, Apparatus Work"
3670,"Art Competitions Mixed Music, Compositions For Solo Or Chorus"
3671,"Fencing Women's epee, Team"
3678,"Swimming Men's 4,000 metres Freestyle"
3678,Swimming Men's Underwater Swimming
3712,Sailing Mixed Skiff
3765,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team"
3802,"Shooting Men's Running Target, Single And Double Shot"
3812,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres"
3812,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres"
3820,Swimming Women's 10 kilometres Open Water
3823,Snowboarding Women's Slopestyle
3824,Snowboarding Men's Giant Slalom
3824,Snowboarding Men's Parallel Giant Slalom
3824,Snowboarding Men's Boardercross
3824,Snowboarding Men's Parallel Slalom
3870,"Cycling Men's Team Pursuit, 1,980 yards"
3870,"Cycling Men's 5,000 metres"
3870,Cycling Men's 100 kilometres
3871,Cricket Men's Cricket
3926,"Canoeing Men's Canadian Singles, 10,000 metres"
3951,Cross Country Skiing Women's Team Sprint
4004,Boxing Women's Middleweight
4037,Sailing Men's Skiff
4059,Athletics Men's Pentathlon
4116,"Swimming Men's 1,200 metres Freestyle"
4117,Shooting Women's Skeet
4124,Biathlon Men's 15 kilometres Mass Start
4127,Cross Country Skiing Men's 30 km Skiathlon
4153,Cycling Men's 1/4 mile
4153,Cycling Men's 1/2 mile
4153,Cycling Men's 5 mile
4153,Cycling Men's 25 mile
4205,"Shooting Men's Small-Bore Rifle, Standing, 50 metres"
4205,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team"
4256,Speed Skating Men's Team Pursuit (8 laps)
4285,"Shooting Men's Free Rifle, 1,000 Yards"
4413,Cycling Women's Team Pursuit
4457,"Speed Skating Women's 5,000 metres"
4459,"Athletics Men's 3,000 metres Walk"
4503,Snowboarding Women's Boardercross
4509,"Shooting Mixed Running Target, 50 metres"
4579,Luge Mixed Team Relay
4597,Cycling Women's Individual Time Trial
4646,"Fencing Women's Sabre, Individual"
4683,"Fencing Men's Sabre, Individual, Three Hits"
4739,Archery Women's Double National Round
4827,Cycling Men's Omnium
4914,Equestrianism Mixed Hacks And Hunter Combined
4993,Sailing Mixed 10 metres
5058,"Shooting Men's Trap, Team"
5198,"Cycling Women's Individual Pursuit, 3,000 metres"
5198,Cycling Women's Points Race
5274,Sailing Men's Two Person Keelboat
5324,Cycling Men's Keirin
5324,Cycling Men's Team Sprint
5417,Athletics Men's 5 mile
5427,"Shooting Men's Running Target, Single Shot, Team"
5487,Bobsleigh Women's Two
5716,Racquets Men's Singles
5716,Racquets Men's Doubles
5728,"Art Competitions Mixed Literature, Lyric Works"
5822,Motorboating Mixed A-Class (Open)
5902,Archery Men's Continental Style
5932,Military Ski Patrol Men's Military Ski Patrol
5939,"Art Competitions Mixed Painting, Graphic Arts"
5943,"Wrestling Women's Flyweight, Freestyle"
5954,"Art Competitions Mixed Literature, Unknown Event"
5959,Sailing Mixed 0.5-1 Ton
5981,"Art Competitions Mixed Painting, Applied Arts"
5989,"Croquet Mixed Singles, One Ball"
5989,Croquet Mixed Doubles
6045,"Shooting Men's Running Target, Double Shot, Team"
6185,"Shooting Men's Free Pistol, 50 yards"
6185,"Shooting Men's Free Pistol, 50 yards, Team"
6211,"Fencing Men's epee, Masters and Amateurs, Individual"
6218,Swimming Men's 10 kilometres Open Water
6504,"Art Competitions Mixed Music, Compositions For Orchestra"
6593,Archery Men's Double York Round
6701,"Wrestling Women's Middleweight, Freestyle"
6707,"Equestrianism Men's Vaulting, Individual"
6831,Swimming Men's 4 x 250 metres Freestyle Relay
6941,Freestyle Skiing Women's Slopestyle
7105,Table Tennis Women's Team
7149,Athletics Women's Hammer Throw
7189,"Canoeing Men's Kayak Singles, 200 metres"
7220,Short Track Speed Skating Women's 500 metres
7364,Shooting Women's Double Trap
7377,Rowing Men's 6-Man Naval Rowing Boats
7426,Art Competitions Mixed Music
7691,"Shooting Men's Free Rifle, Kneeling, 300 metres"
7691,"Shooting Men's Free Rifle, Prone, 300 metres"
7691,"Shooting Men's Free Rifle, Standing, 300 metres"
7873,"Short Track Speed Skating Women's 1,000 metres"
7889,"Athletics Men's 3,200 metres Steeplechase"
7961,Rowing Women's Coxless Fours
8004,Freestyle Skiing Women's Ski Cross
8032,Freestyle Skiing Men's Ski Cross
8107,"Tennis Men's Doubles, Covered Courts"
8107,"Tennis Men's Singles, Covered Courts"
8513,Cycling Men's 25 kilometres
8692,"Nordic Combined Men's Normal Hill / 10 km, Individual"
8692,"Nordic Combined Men's Large Hill / 10 km, Individual"
8747,"Shooting Men's Military Rifle, 200 metres"
8847,"Short Track Speed Skating Women's 1,500 metres"
8862,Athletics Men's Standing Triple Jump
8867,Rowing Men's Coxed Pairs (1 kilometres)
8906,"Shooting Men's Military Pistol, 30 metres"
8928,Cycling Women's Keirin
9069,"Archery Men's Au Cordon Dore, 50 metres"
9095,Swimming Women's 300 metres Freestyle
9651,Snowboarding Women's Giant Slalom
9958,"Canoeing Men's Canadian Singles, 200 metres"
10072,Sailing Mixed 30 metres
10161,"Athletics Men's 4,000 metres Steeplechase"
10161,"Athletics Men's 5,000 metres, Team"
10547,Snowboarding Men's Slopestyle
10673,Rowing Men's Coxed Pairs (1 mile)
10794,Art Competitions Mixed Unknown Event
10854,Cycling Women's Omnium
10904,Freestyle Skiing Men's Halfpipe
10920,Swimming Men's 200 metres Obstacle Course
10920,Swimming Men's 200 metres Team Swimming
11095,Sailing Mixed 12 foot
11253,"Art Competitions Mixed Music, Instrumental And Chamber"
11253,"Art Competitions Mixed Music, Vocals"
11311,"Art Competitions Mixed Literature, Dramatic Works"
11349,Jeu De Paume Men's Singles
11514,Sailing Mixed 10-20 Ton
11528,Cycling Men's 1/3 mile
11528,Cycling Men's 1 mile
11528,Cycling Men's 2 mile
11581,"Art Competitions Mixed Sculpturing, Medals And Plaques"
11922,"Athletics Men's 1,600 metres Medley Relay"
